ONLINE REQUESTS:           32
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02127 		  001		  09 7 [09:00-16:59]		  09:10  		 1
02040 		  003		  09 7 [09:00-16:59]		  09:21  		 1
02373 		  003		  09 7 [09:00-16:59]		  09:22  		 1
02027 		  001		  09 7 [09:00-16:59]		  09:24  		 1
02258 		  001		  09 7 [09:00-16:59]		  09:30  		 1
02223 		  002		  09 7 [09:00-16:59]		  09:32  		 1
02282 		  001		  09 7 [09:00-16:59]		  09:38  		 1
02566 		  020		  09 7 [09:00-16:59]		  09:53  		 1
02593 		  005		  09 7 [09:00-16:59]		  09:55  		 1
02466 		  027		  09 7 [09:00-16:59]		  10:03  		 1
02563 		  033		  09 7 [09:00-16:59]		  10:48  		 1
02383 		  002		  09 7 [09:00-16:59]		  10:53  		 1
02098 		  003		  09 7 [09:00-16:59]		  10:59  		 1
50548 		  018		  09 7 [09:00-16:59]		  11:07  		 2
02560 		  002		  09 7 [09:00-16:59]		  11:08  		 2
05108 		  045		  09 7 [09:00-16:59]		  11:09  		 2
02137 		  006		  09 7 [09:00-16:59]		  11:15  		 2
02262 		  002		  09 7 [09:00-16:59]		  11:23  		 2
02282 		  001		  09 7 [09:00-16:59]		  11:25  		 2
02466 		  027		  09 7 [09:00-16:59]		  11:54  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:55  		 2
02383 		  002		  09 7 [09:00-16:59]		  11:57  		 2
01098 		  011		  09 7 [09:00-16:59]		  12:07  		 2
02597 		  004		  09 7 [09:00-16:59]		  12:11  		 2
50541 		  020		  09 7 [09:00-16:59]		  12:15  		 2
02294 		  002		  09 7 [09:00-16:59]		  12:19  		 2
02098 		  003		  09 7 [09:00-16:59]		  12:20  		 2
02040 		  003		  09 7 [09:00-16:59]		  12:22  		 2
02263 		  001		  09 7 [09:00-16:59]		  12:33  		 2
02094 		  014		  09 7 [09:00-16:59]		  12:44  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:53  		 2
02258 		  001		  09 7 [09:00-16:59]		  12:56  		 2
