ONLINE REQUESTS:           30
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02258 		  001		  09 7 [09:00-16:59]		  09:00  		 1
02348 		  001		  09 7 [09:00-16:59]		  09:15  		 1
02530 		  034		  09 7 [09:00-16:59]		  09:18  		 1
02040 		  003		  09 7 [09:00-16:59]		  09:21  		 1
02127 		  001		  09 7 [09:00-16:59]		  09:32  		 1
02551 		  038		  09 7 [09:00-16:59]		  09:37  		 1
02223 		  002		  09 7 [09:00-16:59]		  09:44  		 1
02098 		  003		  09 7 [09:00-16:59]		  10:10  		 1
02563 		  033		  09 7 [09:00-16:59]		  10:10  		 1
02383 		  002		  09 7 [09:00-16:59]		  10:16  		 1
02243 		  003		  09 7 [09:00-16:59]		  10:28  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:46  		 1
02597 		  004		  09 7 [09:00-16:59]		  11:00  		 2
02560 		  002		  09 7 [09:00-16:59]		  11:04  		 2
02094 		  014		  09 7 [09:00-16:59]		  11:21  		 2
02258 		  001		  09 7 [09:00-16:59]		  11:30  		 2
02294 		  002		  09 7 [09:00-16:59]		  11:30  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:30  		 2
02223 		  002		  09 7 [09:00-16:59]		  11:33  		 2
02466 		  027		  09 7 [09:00-16:59]		  12:02  		 2
02282 		  001		  09 7 [09:00-16:59]		  12:14  		 2
02098 		  003		  09 7 [09:00-16:59]		  12:19  		 2
05296 		  020		  09 7 [09:00-16:59]		  12:20  		 2
02615 		  003		  09 7 [09:00-16:59]		  12:26  		 2
05108 		  045		  09 7 [09:00-16:59]		  12:29  		 2
02040 		  003		  09 7 [09:00-16:59]		  12:31  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:32  		 2
50548 		  018		  09 7 [09:00-16:59]		  12:36  		 2
02263 		  001		  09 7 [09:00-16:59]		  12:36  		 2
02137 		  006		  09 7 [09:00-16:59]		  12:55  		 2
