ONLINE REQUESTS:           26
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02551 		  038		  09 7 [09:00-16:59]		  09:09  		 1
02566 		  020		  09 7 [09:00-16:59]		  09:14  		 1
02040 		  003		  09 7 [09:00-16:59]		  09:16  		 1
02258 		  001		  09 7 [09:00-16:59]		  09:26  		 1
02593 		  005		  09 7 [09:00-16:59]		  09:44  		 1
02127 		  001		  09 7 [09:00-16:59]		  09:54  		 1
02466 		  027		  09 7 [09:00-16:59]		  10:03  		 1
02383 		  002		  09 7 [09:00-16:59]		  10:32  		 1
02348 		  001		  09 7 [09:00-16:59]		  10:40  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:47  		 1
02258 		  001		  09 7 [09:00-16:59]		  11:00  		 2
02098 		  003		  09 7 [09:00-16:59]		  11:02  		 2
02094 		  014		  09 7 [09:00-16:59]		  11:05  		 2
02348 		  001		  09 7 [09:00-16:59]		  11:06  		 2
02294 		  002		  09 7 [09:00-16:59]		  11:07  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:11  		 2
02263 		  001		  09 7 [09:00-16:59]		  11:16  		 2
05108 		  045		  09 7 [09:00-16:59]		  11:23  		 2
50583 		  049		  09 7 [09:00-16:59]		  11:29  		 2
50541 		  020		  09 7 [09:00-16:59]		  11:44  		 2
50548 		  018		  09 7 [09:00-16:59]		  12:14  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:22  		 2
02560 		  002		  09 7 [09:00-16:59]		  12:23  		 2
02160 		  002		  09 7 [09:00-16:59]		  12:24  		 2
02223 		  002		  09 7 [09:00-16:59]		  12:24  		 2
02062 		  001		  09 7 [09:00-16:59]		  12:52  		 2
