ONLINE REQUESTS:           52
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02347 		  044		  09 7 [09:00-16:59]		  09:16  		 1
02137 		  006		  09 7 [09:00-16:59]		  09:16  		 1
02551 		  038		  09 7 [09:00-16:59]		  09:18  		 1
02035 		  003		  09 7 [09:00-16:59]		  09:22  		 1
02305 		  003		  09 7 [09:00-16:59]		  09:22  		 1
02373 		  003		  09 7 [09:00-16:59]		  09:23  		 1
02040 		  003		  09 7 [09:00-16:59]		  09:25  		 1
02094 		  014		  09 7 [09:00-16:59]		  09:27  		 1
02212 		  005		  09 7 [09:00-16:59]		  09:35  		 1
02513 		  002		  09 7 [09:00-16:59]		  09:39  		 1
02234 		  001		  09 7 [09:00-16:59]		  10:02  		 1
02062 		  001		  09 7 [09:00-16:59]		  10:10  		 1
05108 		  045		  09 7 [09:00-16:59]		  10:11  		 1
02540 		  006		  09 7 [09:00-16:59]		  10:14  		 1
02182 		  020		  09 7 [09:00-16:59]		  10:22  		 1
02246 		  002		  09 7 [09:00-16:59]		  10:32  		 1
01098 		  011		  09 7 [09:00-16:59]		  10:36  		 1
02394 		  004		  09 7 [09:00-16:59]		  10:40  		 1
50548 		  018		  09 7 [09:00-16:59]		  10:40  		 1
02593 		  005		  09 7 [09:00-16:59]		  10:44  		 1
00770 		  001		  09 7 [09:00-16:59]		  10:57  		 1
02296 		  003		  09 7 [09:00-16:59]		  11:00  		 2
02032 		  004		  09 7 [09:00-16:59]		  11:01  		 2
02258 		  001		  09 7 [09:00-16:59]		  11:07  		 2
02325 		  003		  09 7 [09:00-16:59]		  11:07  		 2
02251 		  006		  09 7 [09:00-16:59]		  11:10  		 2
02212 		  005		  09 7 [09:00-16:59]		  11:13  		 2
02114 		  002		  09 7 [09:00-16:59]		  11:15  		 2
02282 		  001		  09 7 [09:00-16:59]		  11:16  		 2
02380 		  002		  09 7 [09:00-16:59]		  11:20  		 2
02035 		  003		  09 7 [09:00-16:59]		  11:44  		 2
00770 		  001		  09 7 [09:00-16:59]		  11:45  		 2
02597 		  004		  09 7 [09:00-16:59]		  11:52  		 2
02348 		  001		  09 7 [09:00-16:59]		  12:00  		 2
02223 		  002		  09 7 [09:00-16:59]		  12:02  		 2
50541 		  020		  09 7 [09:00-16:59]		  12:08  		 2
02137 		  006		  09 7 [09:00-16:59]		  12:19  		 2
02160 		  002		  09 7 [09:00-16:59]		  12:19  		 2
50583 		  049		  09 7 [09:00-16:59]		  12:21  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:22  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:25  		 2
02590 		  002		  09 7 [09:00-16:59]		  12:30  		 2
02610 		  004		  09 7 [09:00-16:59]		  12:32  		 2
01098 		  011		  09 7 [09:00-16:59]		  12:34  		 2
02513 		  002		  09 7 [09:00-16:59]		  12:36  		 2
02375 		  006		  09 7 [09:00-16:59]		  12:36  		 2
02324 		  016		  09 7 [09:00-16:59]		  12:38  		 2
02279 		  040		  09 7 [09:00-16:59]		  12:42  		 2
02098 		  003		  09 7 [09:00-16:59]		  12:45  		 2
02178 		  004		  09 7 [09:00-16:59]		  12:47  		 2
02127 		  001		  09 7 [09:00-16:59]		  12:57  		 2
02303 		  001		  09 7 [09:00-16:59]		  12:58  		 2
