ONLINE REQUESTS:           48
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02040 		  003		  09 7 [09:00-16:59]		  09:14  		 1
02563 		  033		  09 7 [09:00-16:59]		  09:16  		 1
02094 		  014		  09 7 [09:00-16:59]		  09:18  		 1
02234 		  001		  09 7 [09:00-16:59]		  09:26  		 1
02303 		  001		  09 7 [09:00-16:59]		  09:38  		 1
02035 		  003		  09 7 [09:00-16:59]		  09:44  		 1
02593 		  005		  09 7 [09:00-16:59]		  09:44  		 1
00770 		  001		  09 7 [09:00-16:59]		  09:46  		 1
02597 		  004		  09 7 [09:00-16:59]		  09:55  		 1
02347 		  044		  09 7 [09:00-16:59]		  10:02  		 1
05108 		  045		  09 7 [09:00-16:59]		  10:07  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:10  		 1
02394 		  004		  09 7 [09:00-16:59]		  10:21  		 1
02513 		  002		  09 7 [09:00-16:59]		  10:29  		 1
02305 		  003		  09 7 [09:00-16:59]		  10:29  		 1
02258 		  001		  09 7 [09:00-16:59]		  10:33  		 1
02540 		  006		  09 7 [09:00-16:59]		  10:36  		 1
02087 		  023		  09 7 [09:00-16:59]		  10:45  		 1
02016 		  032		  09 7 [09:00-16:59]		  10:50  		 1
00770 		  001		  09 7 [09:00-16:59]		  11:08  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:10  		 2
05295 		  003		  09 7 [09:00-16:59]		  11:16  		 2
02035 		  003		  09 7 [09:00-16:59]		  11:18  		 2
02597 		  004		  09 7 [09:00-16:59]		  11:20  		 2
02098 		  003		  09 7 [09:00-16:59]		  11:31  		 2
02212 		  005		  09 7 [09:00-16:59]		  11:34  		 2
02114 		  002		  09 7 [09:00-16:59]		  11:37  		 2
02279 		  040		  09 7 [09:00-16:59]		  11:40  		 2
02223 		  002		  09 7 [09:00-16:59]		  11:50  		 2
50541 		  020		  09 7 [09:00-16:59]		  11:55  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:03  		 2
01098 		  011		  09 7 [09:00-16:59]		  12:08  		 2
02040 		  003		  09 7 [09:00-16:59]		  12:14  		 2
50583 		  049		  09 7 [09:00-16:59]		  12:14  		 2
02251 		  006		  09 7 [09:00-16:59]		  12:19  		 2
02453 		  002		  09 7 [09:00-16:59]		  12:19  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:20  		 2
02513 		  002		  09 7 [09:00-16:59]		  12:21  		 2
02087 		  023		  09 7 [09:00-16:59]		  12:30  		 2
02375 		  006		  09 7 [09:00-16:59]		  12:30  		 2
02178 		  004		  09 7 [09:00-16:59]		  12:39  		 2
02258 		  001		  09 7 [09:00-16:59]		  12:50  		 2
02160 		  002		  09 7 [09:00-16:59]		  12:52  		 2
02380 		  002		  09 7 [09:00-16:59]		  12:53  		 2
02296 		  003		  09 7 [09:00-16:59]		  12:53  		 2
02324 		  016		  09 7 [09:00-16:59]		  12:54  		 2
02127 		  001		  09 7 [09:00-16:59]		  12:55  		 2
02282 		  001		  09 7 [09:00-16:59]		  12:59  		 2
