ONLINE REQUESTS:           44
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02394 		  004		  09 7 [09:00-16:59]		  09:02  		 1
02137 		  006		  09 7 [09:00-16:59]		  09:03  		 1
02530 		  034		  09 7 [09:00-16:59]		  09:08  		 1
02347 		  044		  09 7 [09:00-16:59]		  09:17  		 1
02234 		  001		  09 7 [09:00-16:59]		  09:30  		 1
02016 		  032		  09 7 [09:00-16:59]		  09:35  		 1
02373 		  003		  09 7 [09:00-16:59]		  09:41  		 1
01098 		  011		  09 7 [09:00-16:59]		  09:48  		 1
02466 		  027		  09 7 [09:00-16:59]		  09:49  		 1
02152 		  006		  09 7 [09:00-16:59]		  09:51  		 1
02182 		  020		  09 7 [09:00-16:59]		  10:09  		 1
02317 		  003		  09 7 [09:00-16:59]		  10:11  		 1
02246 		  002		  09 7 [09:00-16:59]		  10:22  		 1
02035 		  003		  09 7 [09:00-16:59]		  10:33  		 1
02094 		  014		  09 7 [09:00-16:59]		  10:36  		 1
02062 		  001		  09 7 [09:00-16:59]		  10:36  		 1
05066 		  001		  09 7 [09:00-16:59]		  10:46  		 1
50541 		  020		  09 7 [09:00-16:59]		  10:48  		 1
02325 		  003		  09 7 [09:00-16:59]		  11:00  		 2
02566 		  020		  09 7 [09:00-16:59]		  11:02  		 2
02324 		  016		  09 7 [09:00-16:59]		  11:18  		 2
02590 		  002		  09 7 [09:00-16:59]		  11:21  		 2
02104 		  003		  09 7 [09:00-16:59]		  11:33  		 2
02258 		  001		  09 7 [09:00-16:59]		  11:39  		 2
02551 		  038		  09 7 [09:00-16:59]		  11:47  		 2
50583 		  049		  09 7 [09:00-16:59]		  11:51  		 2
02597 		  004		  09 7 [09:00-16:59]		  11:52  		 2
05295 		  003		  09 7 [09:00-16:59]		  11:55  		 2
00770 		  001		  09 7 [09:00-16:59]		  12:00  		 2
02160 		  002		  09 7 [09:00-16:59]		  12:03  		 2
02279 		  040		  09 7 [09:00-16:59]		  12:06  		 2
02212 		  005		  09 7 [09:00-16:59]		  12:07  		 2
01098 		  011		  09 7 [09:00-16:59]		  12:11  		 2
02348 		  001		  09 7 [09:00-16:59]		  12:11  		 2
02610 		  004		  09 7 [09:00-16:59]		  12:14  		 2
02234 		  001		  09 7 [09:00-16:59]		  12:19  		 2
02453 		  002		  09 7 [09:00-16:59]		  12:20  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:29  		 2
02347 		  044		  09 7 [09:00-16:59]		  12:34  		 2
02087 		  023		  09 7 [09:00-16:59]		  12:36  		 2
50541 		  020		  09 7 [09:00-16:59]		  12:38  		 2
02513 		  002		  09 7 [09:00-16:59]		  12:41  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:45  		 2
02223 		  002		  09 7 [09:00-16:59]		  12:54  		 2
