ONLINE REQUESTS:           52
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02234 		  001		  09 7 [09:00-16:59]		  09:02  		 1
00770 		  001		  09 7 [09:00-16:59]		  09:07  		 1
02212 		  005		  09 7 [09:00-16:59]		  09:13  		 1
01098 		  011		  09 7 [09:00-16:59]		  09:17  		 1
02137 		  006		  09 7 [09:00-16:59]		  09:21  		 1
02551 		  038		  09 7 [09:00-16:59]		  09:25  		 1
02258 		  001		  09 7 [09:00-16:59]		  09:27  		 1
02127 		  001		  09 7 [09:00-16:59]		  09:35  		 1
02040 		  003		  09 7 [09:00-16:59]		  09:44  		 1
02094 		  014		  09 7 [09:00-16:59]		  09:49  		 1
02062 		  001		  09 7 [09:00-16:59]		  09:52  		 1
02540 		  006		  09 7 [09:00-16:59]		  09:56  		 1
02303 		  001		  09 7 [09:00-16:59]		  10:05  		 1
02530 		  034		  09 7 [09:00-16:59]		  10:07  		 1
02035 		  003		  09 7 [09:00-16:59]		  10:09  		 1
02016 		  032		  09 7 [09:00-16:59]		  10:30  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:34  		 1
02513 		  002		  09 7 [09:00-16:59]		  10:34  		 1
02394 		  004		  09 7 [09:00-16:59]		  10:39  		 1
50548 		  018		  09 7 [09:00-16:59]		  10:49  		 1
02182 		  020		  09 7 [09:00-16:59]		  10:57  		 1
02251 		  006		  09 7 [09:00-16:59]		  11:00  		 2
02282 		  001		  09 7 [09:00-16:59]		  11:01  		 2
02223 		  002		  09 7 [09:00-16:59]		  11:03  		 2
02098 		  003		  09 7 [09:00-16:59]		  11:05  		 2
02035 		  003		  09 7 [09:00-16:59]		  11:29  		 2
02040 		  003		  09 7 [09:00-16:59]		  11:29  		 2
02348 		  001		  09 7 [09:00-16:59]		  11:30  		 2
02160 		  002		  09 7 [09:00-16:59]		  11:31  		 2
02324 		  016		  09 7 [09:00-16:59]		  11:32  		 2
02513 		  002		  09 7 [09:00-16:59]		  11:33  		 2
02178 		  004		  09 7 [09:00-16:59]		  11:36  		 2
02380 		  002		  09 7 [09:00-16:59]		  11:41  		 2
50541 		  020		  09 7 [09:00-16:59]		  11:51  		 2
02610 		  004		  09 7 [09:00-16:59]		  11:53  		 2
02303 		  001		  09 7 [09:00-16:59]		  11:54  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:55  		 2
02294 		  002		  09 7 [09:00-16:59]		  11:55  		 2
02114 		  002		  09 7 [09:00-16:59]		  11:56  		 2
02032 		  004		  09 7 [09:00-16:59]		  11:58  		 2
02590 		  002		  09 7 [09:00-16:59]		  11:59  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:19  		 2
02193 		  001		  09 7 [09:00-16:59]		  12:19  		 2
02453 		  002		  09 7 [09:00-16:59]		  12:20  		 2
02258 		  001		  09 7 [09:00-16:59]		  12:23  		 2
02530 		  034		  09 7 [09:00-16:59]		  12:26  		 2
02551 		  038		  09 7 [09:00-16:59]		  12:27  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:27  		 2
02137 		  006		  09 7 [09:00-16:59]		  12:28  		 2
02325 		  003		  09 7 [09:00-16:59]		  12:31  		 2
02296 		  003		  09 7 [09:00-16:59]		  12:41  		 2
02212 		  005		  09 7 [09:00-16:59]		  12:50  		 2
