ONLINE REQUESTS:           55
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02551 		  038		  09 7 [09:00-16:59]		  09:01  		 1
02472 		  003		  09 7 [09:00-16:59]		  09:12  		 1
02137 		  006		  09 7 [09:00-16:59]		  09:22  		 1
02466 		  027		  09 7 [09:00-16:59]		  09:22  		 1
01098 		  011		  09 7 [09:00-16:59]		  09:27  		 1
02094 		  014		  09 7 [09:00-16:59]		  09:33  		 1
02062 		  001		  09 7 [09:00-16:59]		  09:38  		 1
00770 		  001		  09 7 [09:00-16:59]		  09:41  		 1
02347 		  044		  09 7 [09:00-16:59]		  09:44  		 1
02530 		  034		  09 7 [09:00-16:59]		  09:51  		 1
02394 		  004		  09 7 [09:00-16:59]		  09:52  		 1
02303 		  001		  09 7 [09:00-16:59]		  09:56  		 1
02016 		  032		  09 7 [09:00-16:59]		  10:05  		 1
02305 		  003		  09 7 [09:00-16:59]		  10:12  		 1
02597 		  004		  09 7 [09:00-16:59]		  10:17  		 1
02040 		  003		  09 7 [09:00-16:59]		  10:27  		 1
02182 		  020		  09 7 [09:00-16:59]		  10:29  		 1
02035 		  003		  09 7 [09:00-16:59]		  10:32  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:32  		 1
02593 		  005		  09 7 [09:00-16:59]		  10:37  		 1
02234 		  001		  09 7 [09:00-16:59]		  10:48  		 1
02212 		  005		  09 7 [09:00-16:59]		  10:48  		 1
02375 		  006		  09 7 [09:00-16:59]		  11:00  		 2
02062 		  001		  09 7 [09:00-16:59]		  11:06  		 2
02040 		  003		  09 7 [09:00-16:59]		  11:18  		 2
02193 		  001		  09 7 [09:00-16:59]		  11:20  		 2
02251 		  006		  09 7 [09:00-16:59]		  11:22  		 2
02563 		  033		  09 7 [09:00-16:59]		  11:26  		 2
00770 		  001		  09 7 [09:00-16:59]		  11:28  		 2
02234 		  001		  09 7 [09:00-16:59]		  11:30  		 2
02513 		  002		  09 7 [09:00-16:59]		  11:31  		 2
01098 		  011		  09 7 [09:00-16:59]		  11:33  		 2
02530 		  034		  09 7 [09:00-16:59]		  11:35  		 2
02032 		  004		  09 7 [09:00-16:59]		  11:39  		 2
50541 		  020		  09 7 [09:00-16:59]		  11:47  		 2
02282 		  001		  09 7 [09:00-16:59]		  11:50  		 2
02380 		  002		  09 7 [09:00-16:59]		  11:54  		 2
02178 		  004		  09 7 [09:00-16:59]		  12:04  		 2
02348 		  001		  09 7 [09:00-16:59]		  12:07  		 2
02597 		  004		  09 7 [09:00-16:59]		  12:11  		 2
02324 		  016		  09 7 [09:00-16:59]		  12:11  		 2
50583 		  049		  09 7 [09:00-16:59]		  12:18  		 2
02590 		  002		  09 7 [09:00-16:59]		  12:19  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:23  		 2
02303 		  001		  09 7 [09:00-16:59]		  12:26  		 2
02279 		  040		  09 7 [09:00-16:59]		  12:29  		 2
02212 		  005		  09 7 [09:00-16:59]		  12:30  		 2
02453 		  002		  09 7 [09:00-16:59]		  12:34  		 2
02262 		  002		  09 7 [09:00-16:59]		  12:35  		 2
02223 		  002		  09 7 [09:00-16:59]		  12:36  		 2
02098 		  003		  09 7 [09:00-16:59]		  12:37  		 2
02087 		  023		  09 7 [09:00-16:59]		  12:39  		 2
02160 		  002		  09 7 [09:00-16:59]		  12:40  		 2
02551 		  038		  09 7 [09:00-16:59]		  12:54  		 2
02325 		  003		  09 7 [09:00-16:59]		  12:57  		 2
