ONLINE REQUESTS:           62
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02540 		  006		  09 7 [09:00-16:59]		  09:00  		 1
02035 		  003		  09 7 [09:00-16:59]		  09:00  		 1
02212 		  005		  09 7 [09:00-16:59]		  09:05  		 1
02317 		  003		  09 7 [09:00-16:59]		  09:10  		 1
02182 		  020		  09 7 [09:00-16:59]		  09:11  		 1
05108 		  045		  09 7 [09:00-16:59]		  09:13  		 1
02094 		  014		  09 7 [09:00-16:59]		  09:14  		 1
02472 		  003		  09 7 [09:00-16:59]		  09:28  		 1
02466 		  027		  09 7 [09:00-16:59]		  09:30  		 1
02597 		  004		  09 7 [09:00-16:59]		  09:35  		 1
00770 		  001		  09 7 [09:00-16:59]		  09:54  		 1
02040 		  003		  09 7 [09:00-16:59]		  10:08  		 1
02305 		  003		  09 7 [09:00-16:59]		  10:13  		 1
01098 		  011		  09 7 [09:00-16:59]		  10:23  		 1
02152 		  006		  09 7 [09:00-16:59]		  10:23  		 1
02234 		  001		  09 7 [09:00-16:59]		  10:28  		 1
02394 		  004		  09 7 [09:00-16:59]		  10:31  		 1
02016 		  032		  09 7 [09:00-16:59]		  10:33  		 1
02303 		  001		  09 7 [09:00-16:59]		  10:35  		 1
02087 		  023		  09 7 [09:00-16:59]		  10:35  		 1
02062 		  001		  09 7 [09:00-16:59]		  10:39  		 1
02258 		  001		  09 7 [09:00-16:59]		  10:44  		 1
02373 		  003		  09 7 [09:00-16:59]		  10:49  		 1
02137 		  006		  09 7 [09:00-16:59]		  10:49  		 1
02246 		  002		  09 7 [09:00-16:59]		  10:51  		 1
02375 		  006		  09 7 [09:00-16:59]		  11:00  		 2
02114 		  002		  09 7 [09:00-16:59]		  11:01  		 2
02178 		  004		  09 7 [09:00-16:59]		  11:06  		 2
02223 		  002		  09 7 [09:00-16:59]		  11:07  		 2
02566 		  020		  09 7 [09:00-16:59]		  11:08  		 2
02610 		  004		  09 7 [09:00-16:59]		  11:16  		 2
02453 		  002		  09 7 [09:00-16:59]		  11:17  		 2
02513 		  002		  09 7 [09:00-16:59]		  11:17  		 2
02347 		  044		  09 7 [09:00-16:59]		  11:20  		 2
50583 		  049		  09 7 [09:00-16:59]		  11:25  		 2
02160 		  002		  09 7 [09:00-16:59]		  11:27  		 2
02551 		  038		  09 7 [09:00-16:59]		  11:28  		 2
02590 		  002		  09 7 [09:00-16:59]		  11:32  		 2
02325 		  003		  09 7 [09:00-16:59]		  11:44  		 2
02087 		  023		  09 7 [09:00-16:59]		  11:45  		 2
02035 		  003		  09 7 [09:00-16:59]		  11:49  		 2
02027 		  001		  09 7 [09:00-16:59]		  11:57  		 2
02530 		  034		  09 7 [09:00-16:59]		  11:58  		 2
50548 		  018		  09 7 [09:00-16:59]		  12:00  		 2
02348 		  001		  09 7 [09:00-16:59]		  12:01  		 2
02597 		  004		  09 7 [09:00-16:59]		  12:03  		 2
02251 		  006		  09 7 [09:00-16:59]		  12:09  		 2
02563 		  033		  09 7 [09:00-16:59]		  12:10  		 2
02279 		  040		  09 7 [09:00-16:59]		  12:11  		 2
50541 		  020		  09 7 [09:00-16:59]		  12:17  		 2
02324 		  016		  09 7 [09:00-16:59]		  12:18  		 2
02234 		  001		  09 7 [09:00-16:59]		  12:21  		 2
01098 		  011		  09 7 [09:00-16:59]		  12:34  		 2
02212 		  005		  09 7 [09:00-16:59]		  12:34  		 2
02303 		  001		  09 7 [09:00-16:59]		  12:34  		 2
02137 		  006		  09 7 [09:00-16:59]		  12:35  		 2
02294 		  002		  09 7 [09:00-16:59]		  12:37  		 2
02098 		  003		  09 7 [09:00-16:59]		  12:43  		 2
02258 		  001		  09 7 [09:00-16:59]		  12:45  		 2
02380 		  002		  09 7 [09:00-16:59]		  12:54  		 2
02282 		  001		  09 7 [09:00-16:59]		  12:54  		 2
02182 		  020		  09 7 [09:00-16:59]		  12:56  		 2
