NODES: 89
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
--------------------------------------------------------------------------------------------------------------------------------------------------------------

NODE 		 TYPE 		 VOL   		  TIME WINDOW  				  OFFLINE		09 2 [09:00-10:59]  11 2 [11:00-12:59]  13 2 [13:00-14:59]  15 2 [15:00-16:59]
00770 		 CST 		 001		  09 8 [09:00-16:59]		  0  			0.8990  			0.3945  			0.0000  			0.0000  			
01098 		 CST 		 011		  09 8 [09:00-16:59]		  1  			0.4359  			0.5488  			0.0000  			0.0000  			
02016 		 CST 		 032		  09 8 [09:00-16:59]		  0  			0.9068  			0.0000  			0.0000  			0.0000  			
02027 		 CST 		 001		  09 8 [09:00-16:59]		  1  			0.0000  			0.0463  			0.0000  			0.0000  			
02032 		 CST 		 004		  09 8 [09:00-16:59]		  1  			0.0000  			0.6910  			0.0000  			0.0000  			
02035 		 CST 		 003		  09 8 [09:00-16:59]		  0  			0.9872  			0.3220  			0.0000  			0.0000  			
02040 		 CST 		 003		  09 8 [09:00-16:59]		  1  			0.7474  			0.4081  			0.0000  			0.0000  			
02062 		 CST 		 001		  09 8 [09:00-16:59]		  0  			0.7609  			0.1613  			0.0000  			0.0000  			
02083 		 CST 		 002		  09 4 [09:00-12:59]		  1  			0.0000  			0.0000  			0.0000  			0.0000  			
02087 		 CST 		 023		  09 8 [09:00-16:59]		  1  			0.5183  			0.2919  			0.0000  			0.0000  			
02094 		 CST 		 014		  09 8 [09:00-16:59]		  1  			0.8061  			0.0000  			0.0000  			0.0000  			
02098 		 CST 		 003		  09 8 [09:00-16:59]		  1  			0.0000  			0.9483  			0.0000  			0.0000  			
02104 		 CST 		 003		  09 8 [09:00-16:59]		  1  			0.0000  			0.0803  			0.0000  			0.0000  			
02114 		 CST 		 002		  09 8 [09:00-16:59]		  1  			0.0000  			0.3635  			0.0000  			0.0000  			
02117 		 CST 		 009		  09 4 [09:00-12:59]		  1  			0.0000  			0.0000  			0.0000  			0.0000  			
