PAIRS: 11130
-------------------------------------

NA 			 NB 		  DISTANCE(m)
00001 		 00002 		  9960
00001 		 00754 		  10436
00001 		 00770 		  8296
00001 		 01098 		  10941
00001 		 02016 		  11927
00001 		 02027 		  10438
00001 		 02032 		  10345
00001 		 02035 		  12001
00001 		 02040 		  12080
00001 		 02062 		  12164
00001 		 02079 		  10333
00001 		 02083 		  10184
00001 		 02087 		  10267
00001 		 02094 		  10086
00001 		 02098 		  9968
00001 		 02104 		  9906
00001 		 02114 		  10110
00001 		 02117 		  10072
00001 		 02127 		  10052
00001 		 02135 		  9834
00001 		 02137 		  10423
00001 		 02143 		  10242
00001 		 02152 		  9832
00001 		 02157 		  9665
00001 		 02160 		  10127
00001 		 02178 		  9898
00001 		 02182 		  9738
00001 		 02193 		  9572
00001 		 02195 		  9495
00001 		 02205 		  9407
00001 		 02212 		  9376
00001 		 02216 		  9248
00001 		 02223 		  9455
00001 		 02234 		  9248
00001 		 02236 		  9156
00001 		 02243 		  10245
00001 		 02246 		  10464
00001 		 02251 		  10315
00001 		 02258 		  10216
00001 		 02262 		  10247
00001 		 02263 		  10076
00001 		 02264 		  10079
00001 		 02279 		  9849
00001 		 02282 		  10049
00001 		 02283 		  9946
00001 		 02294 		  9694
00001 		 02296 		  10268
00001 		 02303 		  10063
00001 		 02305 		  10042
00001 		 02311 		  9806
00001 		 02312 		  9708
00001 		 02317 		  10214
00001 		 02320 		  10244
00001 		 02324 		  10024
00001 		 02325 		  9995
00001 		 02328 		  9922
00001 		 02332 		  9857
00001 		 02342 		  9189
00001 		 02347 		  9065
00001 		 02348 		  9081
00001 		 02373 		  9167
00001 		 02375 		  8935
00001 		 02376 		  9807
00001 		 02380 		  9760
00001 		 02383 		  9736
00001 		 02394 		  9635
00001 		 02403 		  9351
00001 		 02432 		  10005
00001 		 02453 		  9621
00001 		 02466 		  9502
00001 		 02472 		  9495
00001 		 02476 		  9329
00001 		 02490 		  9592
00001 		 02494 		  9087
00001 		 02505 		  8817
00001 		 02511 		  9451
00001 		 02513 		  9370
00001 		 02530 		  9328
00001 		 02539 		  9047
00001 		 02540 		  9005
00001 		 02542 		  9002
00001 		 02551 		  8822
00001 		 02560 		  8843
00001 		 02563 		  8696
00001 		 02566 		  9615
00001 		 02590 		  9754
00001 		 02593 		  9370
00001 		 02597 		  9996
00001 		 02610 		  10204
00001 		 02615 		  9907
00001 		 02620 		  8923
00001 		 05066 		  12573
00001 		 05108 		  12668
00001 		 05294 		  8283
00001 		 05295 		  11406
00001 		 05296 		  11325
00001 		 50541 		  9425
00001 		 50547 		  9923
00001 		 50548 		  11784
00001 		 50569 		  12223
00001 		 50583 		  11061
00001 		 99991 		  8869
00001 		 99992 		  11413
00001 		 99993 		  11989
00001 		 99994 		  9330
00002 		 00001 		  9960
00002 		 00754 		  734
00002 		 00770 		  2005
00002 		 01098 		  3344
00002 		 02016 		  1057
00002 		 02027 		  2090
00002 		 02032 		  2272
00002 		 02035 		  1525
00002 		 02040 		  1420
00002 		 02062 		  1505
00002 		 02079 		  1003
00002 		 02083 		  854
00002 		 02087 		  1127
00002 		 02094 		  1191
00002 		 02098 		  974
00002 		 02104 		  680
00002 		 02114 		  1771
00002 		 02117 		  1872
00002 		 02127 		  1251
00002 		 02135 		  1325
00002 		 02137 		  1934
00002 		 02143 		  1759
00002 		 02152 		  1606
00002 		 02157 		  1491
00002 		 02160 		  1717
00002 		 02178 		  1180
00002 		 02182 		  754
00002 		 02193 		  751
00002 		 02195 		  829
00002 		 02205 		  1181
00002 		 02212 		  819
00002 		 02216 		  1038
00002 		 02223 		  648
00002 		 02234 		  867
00002 		 02236 		  1033
00002 		 02243 		  2169
00002 		 02246 		  2694
00002 		 02251 		  2258
00002 		 02258 		  2364
00002 		 02262 		  3248
00002 		 02263 		  3029
00002 		 02264 		  2502
00002 		 02279 		  2433
00002 		 02282 		  2584
00002 		 02283 		  2540
00002 		 02294 		  2713
00002 		 02296 		  2206
00002 		 02303 		  2000
00002 		 02305 		  1979
00002 		 02311 		  1595
00002 		 02312 		  1502
00002 		 02317 		  2264
00002 		 02320 		  2187
00002 		 02324 		  1962
00002 		 02325 		  2579
00002 		 02328 		  2506
00002 		 02332 		  1813
00002 		 02342 		  1496
00002 		 02347 		  1618
00002 		 02348 		  1308
00002 		 02373 		  1720
00002 		 02375 		  1490
00002 		 02376 		  2391
00002 		 02380 		  1910
00002 		 02383 		  1796
00002 		 02394 		  2219
00002 		 02403 		  3050
00002 		 02432 		  3714
00002 		 02453 		  3330
00002 		 02466 		  3418
00002 		 02472 		  2515
00002 		 02476 		  3027
00002 		 02490 		  3301
00002 		 02494 		  2786
00002 		 02505 		  2516
00002 		 02511 		  3160
00002 		 02513 		  3079
00002 		 02530 		  3118
00002 		 02539 		  1142
00002 		 02540 		  1101
00002 		 02542 		  1229
00002 		 02551 		  1221
00002 		 02560 		  1550
00002 		 02563 		  1604
00002 		 02566 		  1774
00002 		 02590 		  1892
00002 		 02593 		  1935
00002 		 02597 		  1933
00002 		 02610 		  2254
00002 		 02615 		  1733
00002 		 02620 		  1479
00002 		 05066 		  2312
00002 		 05108 		  2408
00002 		 05294 		  2321
00002 		 05295 		  2497
00002 		 05296 		  2595
00002 		 50541 		  615
00002 		 50547 		  700
00002 		 50548 		  1523
00002 		 50569 		  1962
00002 		 50583 		  453
00002 		 99991 		  2662
00002 		 99992 		  3081
00002 		 99993 		  1516
00002 		 99994 		  797
00754 		 00001 		  10436
00754 		 00002 		  734
00754 		 00770 		  2348
00754 		 01098 		  3774
00754 		 02016 		  1522
00754 		 02027 		  2777
00754 		 02032 		  2948
00754 		 02035 		  2170
00754 		 02040 		  2249
00754 		 02062 		  2334
00754 		 02079 		  1469
00754 		 02083 		  1319
00754 		 02087 		  1592
00754 		 02094 		  1656
00754 		 02098 		  1440
00754 		 02104 		  1145
00754 		 02114 		  2578
00754 		 02117 		  2628
00754 		 02127 		  1716
00754 		 02135 		  1790
00754 		 02137 		  2742
00754 		 02143 		  2934
00754 		 02152 		  2895
00754 		 02157 		  1956
00754 		 02160 		  2183
00754 		 02178 		  1646
00754 		 02182 		  1219
00754 		 02193 		  1149
00754 		 02195 		  1225
00754 		 02205 		  1646
00754 		 02212 		  1808
00754 		 02216 		  1870
00754 		 02223 		  1045
00754 		 02234 		  1698
00754 		 02236 		  1607
00754 		 02243 		  2977
00754 		 02246 		  3124
00754 		 02251 		  3130
00754 		 02258 		  3234
00754 		 02262 		  3678
00754 		 02263 		  3459
00754 		 02264 		  3371
