ONLINE REQUESTS:           12
TIME HORIZON:                  09 8 [09:00-16:59]
TIME BUCKETS IN HORIZON:   4   09 2 [09:00-10:59]     11 2 [11:00-12:59]     13 2 [13:00-14:59]     15 2 [15:00-16:59]
TIME BUCKETS FOR REQUESTS: 2   09 2 [09:00-10:59]     11 2 [11:00-12:59]
----------------------------------------------------------------------------------------------------------------------

NODE 		  VOL 		  TIME WINDOW 				  TIME REQUEST   TIME BUCKET
02114 		  002		  09 7 [09:00-16:59]		  09:57  		 1
02104 		  003		  09 7 [09:00-16:59]		  10:01  		 1
02279 		  040		  09 7 [09:00-16:59]		  10:01  		 1
02087 		  023		  09 7 [09:00-16:59]		  10:11  		 1
02347 		  044		  09 7 [09:00-16:59]		  10:55  		 1
02243 		  003		  09 7 [09:00-16:59]		  11:29  		 2
02380 		  002		  09 7 [09:00-16:59]		  11:40  		 2
02597 		  004		  09 7 [09:00-16:59]		  12:13  		 2
02320 		  003		  09 7 [09:00-16:59]		  12:19  		 2
02040 		  003		  09 7 [09:00-16:59]		  12:20  		 2
02104 		  003		  09 7 [09:00-16:59]		  12:42  		 2
02394 		  004		  09 7 [09:00-16:59]		  12:54  		 2
